State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,true_churn,pred_churn_prob,highrisk_model_top10,highrisk_rule,highrisk_and,highrisk_or,risk_reasons
OH,68,415,Yes,Yes,24,125.7,92,21.37,275.9,98,23.45,214.5,108,9.65,14.2,6,3.83,3,1,0.8449027430806656,True,False,False,True,Top10%_Model
TN,93,510,Yes,No,0,168.4,114,28.63,276.0,127,23.46,196.2,48,8.83,11.4,3,3.08,1,0,0.8109456783511683,True,False,False,True,Top10%_Model
OK,149,510,Yes,No,0,180.9,79,30.75,194.9,83,16.57,197.8,109,8.9,8.8,9,2.38,3,0,0.918066126856322,True,False,False,True,Top10%_Model
MI,142,415,Yes,No,0,140.8,140,23.94,228.6,119,19.43,152.9,88,6.88,10.9,7,2.94,1,0,0.811048579212167,True,False,False,True,Top10%_Model
WA,121,510,No,No,0,255.1,93,43.37,266.9,97,22.69,197.7,118,8.9,8.8,3,2.38,3,1,0.8873199156739708,True,False,False,True,Top10%_Model
AK,177,415,Yes,No,0,248.7,118,42.28,172.3,73,14.65,191.9,87,8.64,11.3,2,3.05,1,1,0.8535758665898213,True,False,False,True,Top10%_Model
AR,113,415,Yes,No,0,122.2,112,20.77,131.7,94,11.19,169.5,106,7.63,10.3,9,2.78,5,1,0.8970113334193093,True,True,True,True,Top10%_Model; Rule(CS>=4 & (IntlYes or VMNo))
OK,146,510,No,No,0,138.4,104,23.53,158.9,122,13.51,47.4,73,2.13,3.9,9,1.05,4,1,0.2806845706261613,False,True,False,True,Rule(CS>=4 & (IntlYes or VMNo))
RI,138,510,Yes,No,0,286.2,61,48.65,187.2,60,15.91,146.2,114,6.58,11.0,4,2.97,2,1,0.9159580687175201,True,False,False,True,Top10%_Model
AR,115,408,No,No,0,268.0,115,45.56,153.6,106,13.06,232.3,65,10.45,17.0,1,4.59,3,0,0.8494884214338314,True,False,False,True,Top10%_Model
ID,82,415,No,No,0,266.9,83,45.37,229.7,74,19.52,251.7,99,11.33,11.0,6,2.97,3,1,0.8381066596950051,True,False,False,True,Top10%_Model
WV,117,510,Yes,No,0,198.4,121,33.73,249.5,104,21.21,162.8,115,7.33,10.5,5,2.84,1,0,0.8503332403730398,True,False,False,True,Top10%_Model
AR,76,408,No,No,0,107.3,140,18.24,238.2,133,20.25,271.8,116,12.23,10.0,3,2.7,4,1,0.6324010303700521,False,True,False,True,Rule(CS>=4 & (IntlYes or VMNo))
IL,71,510,Yes,No,0,186.1,114,31.64,198.6,140,16.88,206.5,80,9.29,13.8,5,3.73,4,1,0.9404654569276882,True,True,True,True,Top10%_Model; Rule(CS>=4 & (IntlYes or VMNo))
OK,172,408,No,No,0,203.9,109,34.66,234.0,123,19.89,160.7,65,7.23,17.8,4,4.81,4,0,0.8991556661626128,True,True,True,True,Top10%_Model; Rule(CS>=4 & (IntlYes or VMNo))
VT,100,408,Yes,No,0,219.4,112,37.3,225.7,102,19.18,255.3,95,11.49,12.0,4,3.24,4,0,0.979213091643051,True,True,True,True,Top10%_Model; Rule(CS>=4 & (IntlYes or VMNo))
SC,181,408,No,No,0,229.9,130,39.08,144.4,93,12.27,262.4,110,11.81,14.2,4,3.83,2,0,0.8235462667903074,True,False,False,True,Top10%_Model
SD,163,415,Yes,No,0,197.2,90,33.52,188.5,113,16.02,211.1,94,9.5,7.8,8,2.11,1,0,0.8438318123252905,True,False,False,True,Top10%_Model
GA,122,510,Yes,No,0,140.0,101,23.8,196.4,77,16.69,120.1,133,5.4,9.7,4,2.62,4,1,0.9109680292180504,True,True,True,True,Top10%_Model; Rule(CS>=4 & (IntlYes or VMNo))
MD,62,408,No,No,0,321.1,105,54.59,265.5,122,22.57,180.5,72,8.12,11.5,2,3.11,4,1,0.9704281848708916,True,True,True,True,Top10%_Model; Rule(CS>=4 & (IntlYes or VMNo))
IN,117,415,No,No,0,118.4,126,20.13,249.3,97,21.19,227.0,56,10.22,13.6,3,3.67,5,1,0.7752926306329271,False,True,False,True,Rule(CS>=4 & (IntlYes or VMNo))
IN,65,415,No,No,0,129.1,137,21.95,228.5,83,19.42,208.8,111,9.4,12.7,6,3.43,4,1,0.5586343048359937,False,True,False,True,Rule(CS>=4 & (IntlYes or VMNo))
NY,161,415,No,No,0,332.9,67,56.59,317.8,97,27.01,160.6,128,7.23,5.4,9,1.46,4,1,0.9604120680019644,True,True,True,True,Top10%_Model; Rule(CS>=4 & (IntlYes or VMNo))
ID,119,415,No,No,0,159.1,114,27.05,231.3,117,19.66,143.2,91,6.44,8.8,3,2.38,5,1,0.7957443619581368,False,True,False,True,Rule(CS>=4 & (IntlYes or VMNo))
TX,208,510,No,No,0,326.5,67,55.51,176.3,113,14.99,181.7,102,8.18,10.7,6,2.89,2,1,0.8742706190043337,True,False,False,True,Top10%_Model
MN,139,510,No,No,0,134.4,106,22.85,211.3,98,17.96,193.6,125,8.71,10.2,2,2.75,5,1,0.7767087298759974,False,True,False,True,Rule(CS>=4 & (IntlYes or VMNo))
AZ,94,408,No,No,0,181.8,85,30.91,202.4,98,17.2,245.9,97,11.07,9.2,2,2.48,4,0,0.6136439024753203,False,True,False,True,Rule(CS>=4 & (IntlYes or VMNo))
IN,122,408,No,No,0,296.4,99,50.39,214.8,89,18.26,133.9,107,6.03,11.4,3,3.08,4,1,0.8828151365950809,True,True,True,True,Top10%_Model; Rule(CS>=4 & (IntlYes or VMNo))
MS,64,408,Yes,No,0,236.2,77,40.15,218.6,85,18.58,194.1,97,8.73,13.2,2,3.56,2,1,0.9782571336985535,True,False,False,True,Top10%_Model
CA,124,408,Yes,No,0,244.6,89,41.58,188.8,80,16.05,206.0,114,9.27,11.3,4,3.05,1,0,0.9667089809496116,True,False,False,True,Top10%_Model
MA,129,510,Yes,No,0,192.9,131,32.79,185.5,101,15.77,205.2,130,9.23,10.9,4,2.94,1,0,0.888503078287975,True,False,False,True,Top10%_Model
MA,102,510,Yes,No,0,233.8,103,39.75,221.6,131,18.84,146.9,106,6.61,12.8,3,3.46,0,0,0.8944899164922497,True,False,False,True,Top10%_Model
AL,55,415,Yes,No,0,191.9,91,32.62,256.1,110,21.77,203.7,101,9.17,14.3,6,3.86,1,1,0.821564335583267,True,False,False,True,Top10%_Model
ME,75,408,Yes,No,0,211.3,61,35.92,105.6,119,8.98,175.9,63,7.92,9.7,4,2.62,4,1,0.9643669335917433,True,True,True,True,Top10%_Model; Rule(CS>=4 & (IntlYes or VMNo))
LA,67,510,No,No,0,310.4,97,52.77,66.5,123,5.65,246.5,99,11.09,9.2,10,2.48,4,0,0.7624994640185905,False,True,False,True,Rule(CS>=4 & (IntlYes or VMNo))
WI,69,510,Yes,No,0,279.8,90,47.57,248.7,91,21.14,171.0,118,7.69,8.4,10,2.27,2,1,0.9314299917409359,True,False,False,True,Top10%_Model
VT,95,510,Yes,Yes,41,136.8,91,23.26,200.8,61,17.07,133.7,67,6.02,10.3,9,2.78,5,1,0.8415706495229802,True,True,True,True,Top10%_Model; Rule(CS>=4 & (IntlYes or VMNo))
OK,101,408,No,No,0,89.7,118,15.25,260.1,79,22.11,170.1,93,7.65,13.5,11,3.65,5,1,0.6728284584526317,False,True,False,True,Rule(CS>=4 & (IntlYes or VMNo))
NV,105,415,Yes,Yes,29,220.7,82,37.52,217.7,110,18.5,190.5,100,8.57,13.2,6,3.56,1,1,0.8139137358185213,True,False,False,True,Top10%_Model
WA,166,408,Yes,Yes,35,128.2,138,21.79,274.5,113,23.33,298.9,130,13.45,8.8,7,2.38,2,0,0.8912842522751435,True,False,False,True,Top10%_Model
CA,79,510,No,No,0,157.6,85,26.79,194.1,92,16.5,231.5,86,10.42,9.4,10,2.54,5,1,0.8576386861881967,True,True,True,True,Top10%_Model; Rule(CS>=4 & (IntlYes or VMNo))
MT,109,408,No,No,0,264.7,69,45.0,305.0,120,25.93,197.4,86,8.88,9.5,9,2.57,1,1,0.8130085550229139,True,False,False,True,Top10%_Model
WI,165,510,No,No,0,154.2,91,26.21,268.6,108,22.83,188.8,99,8.5,10.9,4,2.94,6,0,0.8687154095429908,True,True,True,True,Top10%_Model; Rule(CS>=4 & (IntlYes or VMNo))
WV,115,510,Yes,No,0,249.9,95,42.48,242.5,104,20.61,151.7,121,6.83,15.3,6,4.13,1,1,0.9205190678347852,True,False,False,True,Top10%_Model
WI,149,415,Yes,Yes,28,126.9,97,21.57,166.9,102,14.19,145.2,77,6.53,8.8,3,2.38,5,1,0.8223749025514909,True,True,True,True,Top10%_Model; Rule(CS>=4 & (IntlYes or VMNo))
ND,167,408,Yes,No,0,219.1,100,37.25,242.9,90,20.65,168.9,101,7.6,10.1,4,2.73,2,0,0.9307923369283073,True,False,False,True,Top10%_Model
SC,87,408,No,No,0,322.5,106,54.83,204.6,93,17.39,186.2,128,8.38,9.4,4,2.54,2,1,0.9115642721636857,True,False,False,True,Top10%_Model
MA,136,408,Yes,No,0,199.6,89,33.93,211.4,96,17.97,72.4,84,3.26,11.0,4,2.97,3,1,0.9523195427345675,True,False,False,True,Top10%_Model
NE,127,510,Yes,No,0,180.9,114,30.75,209.5,118,17.81,249.9,105,11.25,7.4,4,2.0,2,0,0.8688379220588366,True,False,False,True,Top10%_Model
MO,167,415,Yes,No,0,244.8,91,41.62,60.8,105,5.17,176.7,110,7.95,10.7,3,2.89,2,0,0.8285292589535855,True,False,False,True,Top10%_Model
VT,101,415,No,No,0,153.8,89,26.15,234.0,89,19.89,196.3,77,8.83,11.6,2,3.13,4,0,0.5989630637559717,False,True,False,True,Rule(CS>=4 & (IntlYes or VMNo))
ND,12,510,Yes,No,0,216.7,117,36.84,116.5,126,9.9,220.0,110,9.9,9.8,4,2.65,2,0,0.8472260883066062,True,False,False,True,Top10%_Model
NY,94,510,Yes,No,0,243.2,109,41.34,147.0,88,12.5,94.9,99,4.27,7.2,4,1.94,4,0,0.9693244013095852,True,True,True,True,Top10%_Model; Rule(CS>=4 & (IntlYes or VMNo))
TX,217,408,No,No,0,176.4,115,29.99,158.8,128,13.5,306.6,107,13.8,9.3,3,2.51,4,0,0.8775179676907319,True,True,True,True,Top10%_Model; Rule(CS>=4 & (IntlYes or VMNo))
NY,108,415,No,No,0,154.2,123,26.21,112.3,86,9.55,246.4,75,11.09,15.4,4,4.16,4,1,0.7079307017507152,False,True,False,True,Rule(CS>=4 & (IntlYes or VMNo))
UT,82,510,Yes,No,0,208.8,101,35.5,213.7,87,18.16,175.1,86,7.88,12.4,6,3.35,3,0,0.9605170878769058,True,False,False,True,Top10%_Model
AL,72,415,No,No,0,217.8,93,37.03,189.7,113,16.12,182.6,91,8.22,10.4,5,2.81,4,0,0.6278517978736283,False,True,False,True,Rule(CS>=4 & (IntlYes or VMNo))
FL,136,408,Yes,No,0,199.2,122,33.86,214.7,114,18.25,150.9,105,6.79,11.8,7,3.19,1,0,0.8380300313184659,True,False,False,True,Top10%_Model
MI,91,415,No,No,0,154.4,165,26.25,168.3,121,14.31,239.9,81,10.8,11.7,4,3.16,5,1,0.8565750486601762,True,True,True,True,Top10%_Model; Rule(CS>=4 & (IntlYes or VMNo))
NM,119,415,Yes,Yes,15,160.0,95,27.2,209.5,110,17.81,82.3,107,3.7,8.7,5,2.35,5,1,0.7953482647629875,False,True,False,True,Rule(CS>=4 & (IntlYes or VMNo))
AZ,163,510,No,No,0,178.7,56,30.38,215.7,79,18.33,152.7,84,6.87,10.6,2,2.86,4,0,0.5333989469771565,False,True,False,True,Rule(CS>=4 & (IntlYes or VMNo))
RI,85,415,Yes,No,0,197.2,97,33.52,211.7,115,17.99,210.1,133,9.45,8.3,4,2.24,4,0,0.94952819384877,True,True,True,True,Top10%_Model; Rule(CS>=4 & (IntlYes or VMNo))
AZ,157,415,No,No,0,220.7,105,37.52,119.3,127,10.14,165.1,113,7.43,11.5,7,3.11,4,0,0.5223457184317236,False,True,False,True,Rule(CS>=4 & (IntlYes or VMNo))
MT,125,510,No,No,0,143.2,80,24.34,88.1,94,7.49,233.2,135,10.49,8.8,7,2.38,4,1,0.5839457430698358,False,True,False,True,Rule(CS>=4 & (IntlYes or VMNo))
MS,73,415,No,Yes,31,82.3,105,13.99,256.1,91,21.77,229.6,98,10.33,11.8,2,3.19,6,1,0.8063983751356145,True,False,False,True,Top10%_Model
SC,64,510,No,Yes,40,210.0,116,35.7,232.7,89,19.78,168.8,94,7.6,5.9,4,1.59,8,0,0.9799552118092324,True,False,False,True,Top10%_Model
KS,105,415,Yes,No,0,273.9,119,46.56,278.6,103,23.68,255.3,90,11.49,10.9,7,2.94,1,1,0.9733177321303179,True,False,False,True,Top10%_Model
AZ,66,510,No,No,0,154.0,133,26.18,198.9,121,16.91,151.9,100,6.84,9.5,3,2.57,4,1,0.4489764484306904,False,True,False,True,Rule(CS>=4 & (IntlYes or VMNo))
CT,95,415,No,Yes,36,283.1,112,48.13,286.2,86,24.33,261.7,129,11.78,11.3,3,3.05,3,0,0.8908886394415838,True,False,False,True,Top10%_Model
WY,16,415,No,No,0,174.7,83,29.7,280.8,122,23.87,171.7,80,7.73,10.5,8,2.84,5,0,0.755877682914825,False,True,False,True,Rule(CS>=4 & (IntlYes or VMNo))
MA,34,415,No,No,0,293.7,89,49.93,272.5,71,23.16,178.2,76,8.02,11.0,10,2.97,2,1,0.8095765408377851,True,False,False,True,Top10%_Model
MO,76,510,No,No,0,129.7,84,22.05,177.5,80,15.09,228.9,87,10.3,7.5,3,2.03,5,1,0.5207247692041619,False,True,False,True,Rule(CS>=4 & (IntlYes or VMNo))
NJ,80,415,No,No,0,268.7,120,45.68,301.0,147,25.59,167.0,140,7.52,5.8,1,1.57,2,1,0.8918495927271576,True,False,False,True,Top10%_Model
NH,83,415,No,No,0,231.3,100,39.32,210.4,84,17.88,217.4,106,9.78,12.4,2,3.35,3,0,0.8171442012267277,True,False,False,True,Top10%_Model
OH,135,415,No,No,0,218.8,123,37.2,242.8,64,20.64,85.8,80,3.86,10.3,3,2.78,4,0,0.8140948244436195,True,True,True,True,Top10%_Model; Rule(CS>=4 & (IntlYes or VMNo))
WA,100,408,No,No,0,70.8,94,12.04,215.6,102,18.33,230.8,125,10.39,9.5,1,2.57,6,1,0.8214476435309782,True,True,True,True,Top10%_Model; Rule(CS>=4 & (IntlYes or VMNo))
DE,81,510,Yes,No,0,250.6,85,42.6,187.9,50,15.97,120.3,131,5.41,7.8,5,2.11,1,0,0.8151587937231138,True,False,False,True,Top10%_Model
KS,94,408,No,No,0,269.2,104,45.76,193.8,144,16.47,257.6,61,11.59,8.9,2,2.4,3,1,0.8707297333731213,True,False,False,True,Top10%_Model
TX,123,408,No,No,0,260.9,85,44.35,168.5,103,14.32,178.3,91,8.02,13.3,5,3.59,3,0,0.868974819514551,True,False,False,True,Top10%_Model
NM,41,415,No,No,0,232.1,74,39.46,327.1,88,27.8,226.5,119,10.19,10.9,2,2.94,3,1,0.8226849556101558,True,False,False,True,Top10%_Model
CT,152,408,No,Yes,20,239.1,105,40.65,209.1,111,17.77,268.2,130,12.07,13.3,3,3.59,5,0,0.8666029858223632,True,False,False,True,Top10%_Model
IA,100,408,No,No,0,210.9,85,35.85,329.3,69,27.99,127.1,78,5.72,9.4,5,2.54,4,0,0.75380373246971,False,True,False,True,Rule(CS>=4 & (IntlYes or VMNo))
MS,29,510,No,No,0,313.2,103,53.24,216.3,151,18.39,218.4,106,9.83,12.8,4,3.46,2,1,0.914221960962042,True,False,False,True,Top10%_Model
MS,98,415,Yes,Yes,23,245.5,54,41.74,292.7,83,24.88,184.0,90,8.28,10.8,7,2.92,1,0,0.897701428593682,True,False,False,True,Top10%_Model
MT,102,408,No,No,0,273.2,85,46.44,211.1,82,17.94,203.7,129,9.17,13.1,7,3.54,2,1,0.8648068040661909,True,False,False,True,Top10%_Model
WY,127,510,Yes,No,0,247.5,99,42.08,108.5,118,9.22,232.0,72,10.44,10.6,3,2.86,2,0,0.89247109541147,True,False,False,True,Top10%_Model
NY,126,415,Yes,No,0,239.7,87,40.75,281.7,92,23.94,183.5,113,8.26,11.4,1,3.08,1,1,0.9665513258717678,True,False,False,True,Top10%_Model
CA,37,510,No,No,0,239.9,120,40.78,261.6,88,22.24,207.1,88,9.32,8.9,4,2.4,2,1,0.8585242689178287,True,False,False,True,Top10%_Model
CO,132,415,No,No,0,197.8,66,33.63,133.9,119,11.38,177.3,94,7.98,10.9,3,2.94,4,1,0.6536396897109901,False,True,False,True,Rule(CS>=4 & (IntlYes or VMNo))
TX,121,415,No,Yes,31,263.1,70,44.73,279.3,118,23.74,127.1,143,5.72,9.7,4,2.62,5,0,0.9341925173410047,True,False,False,True,Top10%_Model
VT,142,415,No,No,0,232.5,74,39.53,181.8,142,15.45,203.1,86,9.14,10.4,6,2.81,4,0,0.694250946579223,False,True,False,True,Rule(CS>=4 & (IntlYes or VMNo))
RI,143,408,No,No,0,167.8,72,28.53,211.0,99,17.94,153.5,109,6.91,10.5,6,2.84,4,1,0.4712676718489831,False,True,False,True,Rule(CS>=4 & (IntlYes or VMNo))
OR,138,415,Yes,Yes,28,211.2,117,35.9,312.5,98,26.56,178.0,118,8.01,10.7,2,2.89,3,1,0.9567351114651257,True,False,False,True,Top10%_Model
VA,163,415,No,No,0,202.9,100,34.49,178.6,46,15.18,203.8,116,9.17,12.8,3,3.46,5,0,0.6788175428977269,False,True,False,True,Rule(CS>=4 & (IntlYes or VMNo))
TN,37,415,No,No,0,221.0,126,37.57,204.5,110,17.38,118.0,98,5.31,6.8,3,1.84,4,0,0.5929693174190311,False,True,False,True,Rule(CS>=4 & (IntlYes or VMNo))
SC,209,510,No,No,0,255.1,124,43.37,230.6,110,19.6,218.0,69,9.81,8.5,5,2.3,3,1,0.9223730531449608,True,False,False,True,Top10%_Model
MD,119,408,No,No,0,239.1,88,40.65,243.5,79,20.7,230.9,92,10.39,10.9,3,2.94,3,1,0.8456782866349031,True,False,False,True,Top10%_Model
SC,112,415,No,No,0,266.0,97,45.22,214.6,94,18.24,306.2,100,13.78,14.2,2,3.83,2,1,0.9300755042466522,True,False,False,True,Top10%_Model
ME,28,415,No,No,0,236.8,102,40.26,167.1,87,14.2,280.2,115,12.61,9.7,3,2.62,3,0,0.813417312176933,True,False,False,True,Top10%_Model
IN,72,510,No,No,0,287.4,116,48.86,235.3,126,20.0,292.1,114,13.14,5.0,3,1.35,4,1,0.903588871850204,True,True,True,True,Top10%_Model; Rule(CS>=4 & (IntlYes or VMNo))
MN,155,408,Yes,No,0,250.8,146,42.64,152.5,105,12.96,148.1,104,6.66,10.0,5,2.7,2,0,0.9434880078429626,True,False,False,True,Top10%_Model
GA,136,415,No,No,0,163.4,83,27.78,249.3,119,21.19,249.7,90,11.24,9.8,4,2.65,7,0,0.9521179821428176,True,True,True,True,Top10%_Model; Rule(CS>=4 & (IntlYes or VMNo))
NC,95,408,No,No,0,128.6,115,21.86,216.2,88,18.38,255.3,96,11.49,6.3,2,1.7,6,1,0.8198441770994485,True,True,True,True,Top10%_Model; Rule(CS>=4 & (IntlYes or VMNo))
MI,108,408,Yes,No,0,115.1,114,19.57,211.3,70,17.96,136.1,85,6.12,13.8,3,3.73,2,1,0.8539448337236093,True,False,False,True,Top10%_Model
KY,64,415,Yes,No,0,146.7,83,24.94,148.3,91,12.61,238.6,69,10.74,12.5,3,3.38,3,0,0.889274719044758,True,False,False,True,Top10%_Model
CO,130,408,No,No,0,271.8,129,46.21,237.2,128,20.16,210.1,91,9.45,8.7,2,2.35,4,1,0.9308259897140506,True,True,True,True,Top10%_Model; Rule(CS>=4 & (IntlYes or VMNo))
MT,100,415,No,No,0,113.3,96,19.26,197.9,89,16.82,284.5,93,12.8,11.7,2,3.16,4,1,0.8220767228117087,True,True,True,True,Top10%_Model; Rule(CS>=4 & (IntlYes or VMNo))
IN,104,408,No,No,0,280.4,127,47.67,179.4,79,15.25,150.6,77,6.78,15.2,6,4.1,5,0,0.9150109176329118,True,True,True,True,Top10%_Model; Rule(CS>=4 & (IntlYes or VMNo))
NM,62,415,No,No,0,245.3,91,41.7,122.9,130,10.45,228.4,102,10.28,8.5,4,2.3,4,0,0.6808059586871359,False,True,False,True,Rule(CS>=4 & (IntlYes or VMNo))
OR,27,510,No,No,0,232.1,81,39.46,210.8,101,17.92,165.4,87,7.44,15.0,6,4.05,5,0,0.8848548235075931,True,True,True,True,Top10%_Model; Rule(CS>=4 & (IntlYes or VMNo))
WA,84,415,No,No,0,289.1,100,49.15,233.8,97,19.87,223.5,148,10.06,12.7,2,3.43,2,1,0.8903438108622764,True,False,False,True,Top10%_Model
MD,133,510,No,No,0,295.0,141,50.15,223.6,101,19.01,229.4,109,10.32,12.9,4,3.48,2,1,0.8694394244579127,True,False,False,True,Top10%_Model
CT,184,510,Yes,No,0,213.8,105,36.35,159.6,84,13.57,139.2,137,6.26,5.0,10,1.35,2,0,0.8211502457523429,True,False,False,True,Top10%_Model
